Ekipman_ID,Ekipman_Kurulum_Tarihi,Ekipman_Yaşı_Gün,Ekipman_Yaşı_Yıl,Yaş_Kaynak,Toplam_Arıza_Sayisi_Lifetime,İlk_Arıza_Tarihi,Son_Arıza_Tarihi,Arıza_Sayısı_3ay,Arıza_Sayısı_6ay,Arıza_Sayısı_12ay,Summer_Peak_Flag_sum,Winter_Peak_Flag_sum,Time_To_Repair_Hours_mean,Time_To_Repair_Hours_max,Equipment_Class_Primary,Ekipman_Sınıfı,Equipment_Type,Kesinti Ekipman Sınıfı,KOORDINAT_X,KOORDINAT_Y,İl,İlçe,Mahalle,Urban_Customer_Ratio_mean,Rural_Customer_Ratio_mean,MV_Customer_Ratio_mean,Arıza_Nedeni_İlk,Arıza_Nedeni_Son,cause code_<lambda_0>,urban_mv+suburban_mv_Avg,urban_mv+suburban_mv_Max,urban_lv+suburban_lv_Avg,urban_lv+suburban_lv_Max,urban_mv_Avg,urban_mv_Max,urban_lv_Avg,urban_lv_Max,suburban_mv_Avg,suburban_mv_Max,suburban_lv_Avg,suburban_lv_Max,rural_mv_Avg,rural_mv_Max,rural_lv_Avg,rural_lv_Max,total_customer_count_Avg,total_customer_count_Max,component_voltage,MARKA,MARKA_MODEL,FIRMA,Arıza_Nedeni_Çeşitlilik,Arıza_Nedeni_Tutarlılık,MTBF_Gün,MTBF_Lifetime_Gün,Baseline_Hazard_Rate,MTBF_Observable_Gün,MTBF_Degradation_Ratio,Is_Degrading,Son_Arıza_Tarihi_Safe,Son_Arıza_Gun_Sayisi,İlk_Arıza_Tarihi_Safe,Ilk_Arizaya_Kadar_Gun,Ilk_Arizaya_Kadar_Yil,Tekrarlayan_Arıza_30gün_Flag,Tekrarlayan_Arıza_90gün_Flag,EDBS_IDATE,EDBS_freq_pct,Katman,Has_Failure_History,Total_Faults,Sebekeye_Baglanma_Tarihi,Güvenilirlik_Skoru,voltage_level,Fault_Count_3M,Fault_Count_12M,Data_Source,TESIS_TARIHI,Fault_Count_6M,Grid_Connection_Date,Is_Healthy,Beklenen_Ömür_Yıl,Yas_Beklenen_Omur_Orani,Age_Risk_Category,Reliability_Score,Time_Since_Last_Normalized,Failure_Free_3M,MTBF_InterFault_Trend,MTBF_InterFault_StdDev,AgeRatio_Recurrence_Interaction,Overdue_Factor,Voltage_Class,Is_MV,Is_LV,Is_HV,Bölge_Tipi,Son_Arıza_Mevsim,Kentsel_Müşteri_Oranı,Kırsal_Müşteri_Oranı,OG_Müşteri_Oranı,Ekipman_Yoğunluk_Skoru,Tek_Neden_Flag,Çok_Nedenli_Flag,Neden_Değişim_Flag
2039985.0,2017-08-14,2507.0,6.863791923340178,GRID_CONNECTION,1,2023-05-25 12:11:45,2023-05-25 12:11:45,0.0,0.0,0.0,0,0,3.663611111111111,3.663611111111111,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.194744,38.778496,Gördes Departmanı,Gördes,Dalkara,0.0,0.992,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,124.0,124.0,124.0,124.0,34500.0,,,,1.0,1.0,,2507.0,0.0003988831272437,,,0,2023-05-25 12:11:45,396.0,2023-05-25 12:11:45,2110.0,5.776865160848733,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2745516769336071,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kırsal,İlkbahar,0.0,0.992,0.0,0.0025188916876574307,1,0,0
2039987.0,2017-12-22,2377.0,6.507871321013004,GRID_CONNECTION,1,2023-12-13 17:52:19,2023-12-13 17:52:19,0.0,0.0,1.0,0,1,2.000277777777778,2.000277777777778,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.328007,38.577747,Salihli Departmanı,Salihli,Kizilhavlu,0.0,0.9642857142857144,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,27.0,27.0,27.0,27.0,34500.0,,,,1.0,1.0,,2377.0,0.0004206983592763,,,0,2023-12-13 17:52:19,194.0,2023-12-13 17:52:19,2182.0,5.973990417522245,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2603148528405202,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Kış,0.0,0.9642857142857144,0.0,0.005128205128205128,1,0,0
2052079.0,2017-08-14,2507.0,6.863791923340178,GRID_CONNECTION,1,2023-03-27 12:21:16,2023-03-27 12:21:16,0.0,0.0,0.0,0,0,0.6705555555555556,0.6705555555555556,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.670099,38.352684,Alaşehir Departmanı,Alaşehir,,0.0,0.9848484848484848,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,65.0,65.0,65.0,65.0,34500.0,ALKARSAN,HSTA,,1.0,1.0,,2507.0,0.0003988831272437,,,0,2023-03-27 12:21:16,455.0,2023-03-27 12:21:16,2051.0,5.61533196440794,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2745516769336071,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,İlkbahar,0.0,0.9848484848484848,0.0,0.0021929824561403508,1,0,0
2054572.0,2017-12-22,2377.0,6.507871321013004,GRID_CONNECTION,1,2023-07-24 07:57:52,2023-07-24 07:57:52,0.0,0.0,1.0,1,0,1.3094444444444444,1.3094444444444444,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.131975,38.570225,Salihli Departmanı,Salihli,Suleymaniye,0.0,0.8888888888888888,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,8.0,8.0,8.0,8.0,34500.0,,,,1.0,1.0,,2377.0,0.0004206983592763,,,0,2023-07-24 07:57:52,336.0,2023-07-24 07:57:52,2040.0,5.585215605749487,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2603148528405202,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Yaz,0.0,0.8888888888888888,0.0,0.002967359050445104,1,0,0
2056799.0,2017-08-14,2507.0,6.863791923340178,GRID_CONNECTION,1,2023-10-12 12:39:23,2023-10-12 12:39:23,0.0,0.0,1.0,0,0,0.9122222222222224,0.9122222222222224,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.669504,38.35191,Alaşehir Departmanı,Alaşehir,,0.0,0.9928571428571428,0.0619047619047619,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,2.0,2.0,,,,,,,,,26.0,26.0,391.0,391.0,419.0,419.0,34500.0,,,,1.0,1.0,,2507.0,0.0003988831272437,,,0,2023-10-12 12:39:23,256.0,2023-10-12 12:39:23,2250.0,6.160164271047228,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2745516769336071,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Sonbahar,0.0,0.9928571428571428,0.0619047619047619,0.0038910505836575876,1,0,0
2081977.0,2017-08-14,2507.0,6.863791923340178,GRID_CONNECTION,1,2024-02-17 09:18:13,2024-02-17 09:18:13,0.0,1.0,1.0,0,1,1.2894444444444444,1.2894444444444444,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.610695,38.280197,MANISA,Alaşehir,Belenyaka,0.9991007194244604,0.0,0.0107913669064748,OG Ayırıcı Arızası,OG Ayırıcı Arızası,OG Ayırıcı Arızası,12.0,12.0,1099.0,1099.0,12.0,12.0,1099.0,1099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.0,1111.0,34500.0,MİRİM,A,,1.0,1.0,,2507.0,0.0003988831272437,,,0,2024-02-17 09:18:13,128.0,2024-02-17 09:18:13,2378.0,6.510609171800137,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2745516769336071,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Kış,0.9991007194244604,0.0,0.0107913669064748,0.007751937984496124,1,0,0
2082156.0,2017-08-14,2507.0,6.863791923340178,GRID_CONNECTION,1,2023-08-17 17:22:45,2023-08-17 17:22:45,0.0,0.0,1.0,1,0,2.1758333333333333,2.1758333333333333,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.734205,38.36874,Alaşehir Departmanı,Alaşehir,Serinkoy,0.0,0.96875,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,31.0,31.0,31.0,31.0,34500.0,,,,1.0,1.0,,2507.0,0.0003988831272437,,,0,2023-08-17 17:22:45,312.0,2023-08-17 17:22:45,2194.0,6.006844626967831,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2745516769336071,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,Yaz,0.0,0.96875,0.0,0.003194888178913738,1,0,0
2085636.0,2017-08-14,2507.0,6.863791923340178,GRID_CONNECTION,1,2023-03-06 15:29:26,2023-03-06 15:29:26,0.0,0.0,0.0,0,0,1.665277777777778,1.665277777777778,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.423199,38.456329,Alaşehir Departmanı,Alaşehir,,0.0,0.9,0.0,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,9.0,9.0,9.0,9.0,34500.0,,,,1.0,1.0,,2507.0,0.0003988831272437,,,0,2023-03-06 15:29:26,476.0,2023-03-06 15:29:26,2030.0,5.557837097878165,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2745516769336071,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kentsel,İlkbahar,0.0,0.9,0.0,0.0020964360587002098,1,0,0
2088400.0,2017-08-14,2507.0,6.863791923340178,GRID_CONNECTION,1,2022-09-18 13:06:51,2022-09-18 13:06:51,0.0,0.0,0.0,1,0,1.9366666666666668,1.9366666666666668,Ayırıcı,Ayırıcı,Ayırıcı,Kesici,28.16489,38.847305,Gördes Departmanı,Gördes,Yakakoy,0.0,0.9927007299270072,0.0072992700729927,OG Sigorta Atması,OG Sigorta Atması,OG Sigorta Atması,0.0,0.0,0.0,0.0,,,,,,,,,1.0,1.0,135.0,135.0,136.0,136.0,34500.0,,,,1.0,1.0,,2507.0,0.0003988831272437,,,0,2022-09-18 13:06:51,645.0,2022-09-18 13:06:51,1861.0,5.0951403148528405,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.2745516769336071,Low (0-40%),0.0,,1,,,0.0,,OG,1,0,0,Kırsal,Sonbahar,0.0,0.9927007299270072,0.0072992700729927,0.0015479876160990713,1,0,0
2088527.0,2019-09-26,1734.0,4.747433264887063,GRID_CONNECTION,1,2024-05-21 07:40:50,2024-05-21 07:40:50,1.0,1.0,1.0,0,0,7.436388888888889,7.436388888888889,Ayırıcı,Ayırıcı,Ayırıcı,Ayırıcı,28.424627,38.469643,Alaşehir Departmanı,Alaşehir,Kemaliye,0.0,0.8888888888888888,0.8888888888888888,OG Sigorta Atığı,OG Sigorta Atığı,OG Sigorta Atığı,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,34500.0,ENMAK,DSTA,,1.0,1.0,,1734.0,0.0005767012687427,,,0,2024-05-21 07:40:50,34.0,2024-05-21 07:40:50,1699.0,4.65160848733744,0,0,,,,,,,,34500.0,,,Failed_Equipment,,,,False,25,0.18989733059548253,Low (0-40%),0.0,,0,,,0.0,,OG,1,0,0,Kentsel,İlkbahar,0.0,0.8888888888888888,0.8888888888888888,0.02857142857142857,1,0,0
