Katman,Ekipman_ID,component_voltage,voltage_level,EDBS_IDATE,TESIS_TARIHI,EDBS_freq_pct,Sebekeye_Baglanma_Tarihi,Equipment_Class_Primary,Grid_Connection_Date,Ekipman_Yaşı_Gün,Ekipman_Yaşı_Yıl,Has_Failure_History,Total_Faults,Data_Source,Fault_Count_3M,Fault_Count_6M,Fault_Count_12M,Son_Arıza_Gun_Sayisi,Ilk_Arizaya_Kadar_Gun,Ilk_Arizaya_Kadar_Yil,MTBF_Gün,MTBF_Lifetime_Gün,MTBF_Observable_Gün,MTBF_Degradation_Ratio,Is_Degrading,Baseline_Hazard_Rate,Güvenilirlik_Skoru
AGANAHTAR,83668909,400,AG,2021-12-30,,0.0009136790810998956,2021-12-30,Sigorta Arızaları,2021-12-30,908,2.485968514715948,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56388375,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,81760289,400,AG,2021-10-01,,0.000870170553428472,2021-10-01,Sigorta Arızaları,2021-10-01,998,2.732375085557837,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56406023,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,84100166,400,AG,2022-01-17,2020-09-27,0.001957883745214062,2020-09-27,Sigorta Arızaları,2020-09-27,1367,3.7426420260095825,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,100705044,400,AG,2023-10-19,2023-10-19,0.0009571876087713191,2023-10-19,Sigorta Arızaları,2023-10-19,250,0.6844626967830253,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56384615,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,101100186,400,AG,2024-03-01,1973-01-01,0.000652627915071354,1973-01-01,Sigorta Arızaları,1973-01-01,18803,51.4798083504449,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56404311,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,72374530,400,AG,2020-04-15,,0.01496693351896972,2020-04-15,Sigorta Arızaları,2020-04-15,1532,4.1943874058863795,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,65497276,400,AG,2019-02-24,,0.007788026453184824,2019-02-24,Sigorta Arızaları,2019-02-24,1948,5.333333333333333,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,95802895,400,AG,2023-05-09,,0.0009136790810998956,2023-05-09,Sigorta Arızaları,2023-05-09,413,1.1307323750855578,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,81514324,400,AG,2021-09-21,2019-11-23,0.0006091193873999304,2019-11-23,Sigorta Arızaları,2019-11-23,1676,4.588637919233402,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56396212,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56387640,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,81213523,400,AG,2021-09-07,2019-07-08,0.0006091193873999304,2019-07-08,Sigorta Arızaları,2019-07-08,1814,4.9664613278576315,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,89025818,400,AG,2022-09-20,2022-09-20,0.00156630699617125,2022-09-20,Sigorta Arızaları,2022-09-20,644,1.7631759069130732,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,75333145,400,AG,2020-11-12,2019-12-30,0.003306648103028193,2019-12-30,Sigorta Arızaları,2019-12-30,1639,4.487337440109514,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56387455,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,89025862,400,AG,2022-09-20,2022-09-20,0.00156630699617125,2022-09-20,Sigorta Arızaları,2022-09-20,644,1.7631759069130732,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56390669,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,90072437,400,AG,2022-11-10,,0.001131221719457014,2022-11-10,Sigorta Arızaları,2022-11-10,593,1.623545516769336,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,89325586,400,AG,2022-10-05,2022-10-05,0.0002610511660285416,2022-10-05,Sigorta Arızaları,2022-10-05,629,1.7221081451060918,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56396832,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56397580,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56405125,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,100670347,400,AG,2023-10-05,2023-10-05,0.0005221023320570832,2023-10-05,Sigorta Arızaları,2023-10-05,264,0.7227926078028748,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,100975084,400,AG,2024-01-22,2024-01-22,0.0009571876087713191,2024-01-22,Sigorta Arızaları,2024-01-22,155,0.4243668720054757,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,84142608,400,AG,2022-01-19,2020-10-19,0.001044204664114166,2020-10-19,Sigorta Arızaları,2020-10-19,1345,3.682409308692676,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,86515579,400,AG,2022-05-17,2022-05-17,0.001131221719457014,2022-05-17,Sigorta Arızaları,2022-05-17,770,2.108145106091718,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56405874,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56400960,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,87897999,400,AG,2022-07-26,2022-07-26,0.0002610511660285416,2022-07-26,Sigorta Arızaları,2022-07-26,700,1.9164955509924708,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,81407543,400,AG,2021-09-16,2019-11-01,0.0002610511660285416,2019-11-01,Sigorta Arızaları,2019-11-01,1698,4.648870636550308,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56404068,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56407468,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,73104512,400,AG,2020-06-22,,4.35085276714236e-05,2020-06-22,Sigorta Arızaları,2020-06-22,1464,4.008213552361396,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,84040331,400,AG,2022-01-14,2020-08-18,0.002436477549599721,2020-08-18,Sigorta Arızaları,2020-08-18,1407,3.8521560574948666,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,84042397,400,AG,2022-01-14,2020-10-17,0.002436477549599721,2020-10-17,Sigorta Arızaları,2020-10-17,1347,3.6878850102669403,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,72662747,400,AG,2020-05-22,,8.70170553428472e-05,2020-05-22,Sigorta Arızaları,2020-05-22,1495,4.093086926762491,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,72372476,400,AG,2020-04-15,,0.01496693351896972,2020-04-15,Sigorta Arızaları,2020-04-15,1532,4.1943874058863795,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56391484,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,102822038,400,AG,2025-03-20,2024-06-06,0.001000696136442743,2024-06-06,Sigorta Arızaları,2024-06-06,19,0.05201916495550993,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56407031,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56389962,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56393774,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56404490,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56396270,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56399949,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,91821045,400,AG,2023-01-11,,0.0003915767490428124,2023-01-11,Sigorta Arızaları,2023-01-11,531,1.4537987679671458,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,65512090,400,AG,2019-02-24,,0.007788026453184824,2019-02-24,Sigorta Arızaları,2019-02-24,1948,5.333333333333333,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56385548,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56387473,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,95539337,400,AG,2023-04-27,,0.0005221023320570832,2023-04-27,Sigorta Arızaları,2023-04-27,425,1.163586584531143,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56397170,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56403266,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,81571241,400,AG,2021-09-23,,0.002610511660285416,2021-09-23,Sigorta Arızaları,2021-09-23,1006,2.754277891854894,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,95834033,400,AG,2023-05-10,,0.00217542638357118,2023-05-10,Sigorta Arızaları,2023-05-10,412,1.1279945242984257,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,75331108,400,AG,2020-11-12,2019-12-30,0.003306648103028193,2019-12-30,Sigorta Arızaları,2019-12-30,1639,4.487337440109514,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,87341319,400,AG,2022-06-28,2022-06-28,0.0005221023320570832,2022-06-28,Sigorta Arızaları,2022-06-28,728,1.9931553730321698,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56400377,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56397518,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56393954,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,72373424,400,AG,2020-04-15,,0.01496693351896972,2020-04-15,Sigorta Arızaları,2020-04-15,1532,4.1943874058863795,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56401007,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,86397258,400,AG,2022-05-11,,0.002610511660285416,2022-05-11,Sigorta Arızaları,2022-05-11,776,2.1245722108145104,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,101225532,400,AG,2024-04-01,,4.35085276714236e-05,2024-04-01,Sigorta Arızaları,2024-04-01,85,0.2327173169062286,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,86396938,400,AG,2022-05-11,2022-05-11,0.002610511660285416,2022-05-11,Sigorta Arızaları,2022-05-11,776,2.1245722108145104,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,80761747,400,AG,2021-08-17,2019-08-13,0.001392272885485555,2019-08-13,Sigorta Arızaları,2019-08-13,1778,4.867898699520876,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56390784,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,72373226,400,AG,2020-04-15,,0.01496693351896972,2020-04-15,Sigorta Arızaları,2020-04-15,1532,4.1943874058863795,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56389525,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56396499,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,85424225,400,AG,2022-03-22,2022-03-22,0.001653324051514097,2022-03-22,Sigorta Arızaları,2022-03-22,826,2.2614647501711156,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56403313,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56392260,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56401761,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,81660071,400,AG,2021-09-27,,0.0003480682213713888,2021-09-27,Sigorta Arızaları,2021-09-27,1002,2.7433264887063653,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,89799984,400,AG,2022-10-27,2022-10-27,0.0005221023320570832,2022-10-27,Sigorta Arızaları,2022-10-27,607,1.6618754277891854,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,72374019,400,AG,2020-04-15,,0.01496693351896972,2020-04-15,Sigorta Arızaları,2020-04-15,1532,4.1943874058863795,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,72373781,400,AG,2020-04-15,,0.01496693351896972,2020-04-15,Sigorta Arızaları,2020-04-15,1532,4.1943874058863795,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56405343,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,101100184,400,AG,2024-03-01,1973-01-01,0.000652627915071354,1973-01-01,Sigorta Arızaları,1973-01-01,18803,51.4798083504449,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,86397156,400,AG,2022-05-11,2022-05-11,0.002610511660285416,2022-05-11,Sigorta Arızaları,2022-05-11,776,2.1245722108145104,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56392135,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,98603737,400,AG,2023-09-22,2023-09-22,0.001914375217542638,2023-09-22,Sigorta Arızaları,2023-09-22,277,0.758384668035592,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56387536,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56397150,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,80943579,400,AG,2021-08-26,2021-01-28,0.001044204664114166,2021-01-28,Sigorta Arızaları,2021-01-28,1244,3.405886379192334,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,100835310,400,AG,2023-11-27,2023-11-27,0.001783849634528367,2023-11-27,Sigorta Arızaları,2023-11-27,211,0.5776865160848734,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,102899808,400,AG,2025-05-09,2024-04-30,0.001305255830142708,2024-04-30,Sigorta Arızaları,2024-04-30,56,0.15331964407939766,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,86356538,400,AG,2022-05-09,2022-05-09,0.0007831534980856248,2022-05-09,Sigorta Arızaları,2022-05-09,778,2.130047912388775,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,81494114,400,AG,2021-09-20,2019-09-12,0.001305255830142708,2019-09-12,Sigorta Arızaları,2019-09-12,1748,4.785763175906913,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
AGANAHTAR,56405852,400,AG,2018-09-19,,0.1722067525234946,2018-09-19,Sigorta Arızaları,2018-09-19,2106,5.765913757700205,0,0,Healthy_Equipment,0,0,0,,,,,,,,0,0.0,1.0
